	text	emotion
4126	We were in the country and I walked away from the others one á night.  Suddenly something moved sharply in front of me and I was á not able to see what it was.	2
4127	When I was young, I became very angry as I was not allowed to á stay up all night for the fair in my town.	3
4128	When summer is over and I have to leave the town where I spend my á holidays.	4
4129	When I saw several people washing their car with water from a á drain.	5
4130	When I inadvertantly entered the ladies room and met some girls á on my way out.	6
4131	I was entrusted with an object and while using it I handled it á carelessly and it broke.	7
4132	When I learned, after the ecography, that my mother was expecting a á baby girl.  That was what I wanted.	1
4133	One night, walking along a park, I began to think that some á roughnecks would appear suddenly with knives and things like á that.	2
4134	I had an exam and I had it well prepared.  I did the first part á very well but did not know the second part.	3
4135	When my parents did not let me go on a study tour.	4
4136	One day I was going through the street door of my house, when a á man asked me for a doctor.  He then showed me his genitals and á asked me to cure him myself.	5
4137	Each time the professor asks me a question in class.	6
4138	I had an argument with my boyfriend.  It was my fault but my á pride would not let me admit it.	7
4139	An invitation to spend 5 days at the seaside with all expenses á paid.	1
4140	A film on zombies.	2
4141	When males in my family try to assign house duties exclusively á with referance to sex.	3
4142	I had a quarrell with my boyfriend and decided to finish with him á and and my Easter holidays.	4
4143	When after a storm in the country, I left my shelter and saw a á big, fat, slimy green toad by my side.	5
4144	When a friend from whom I preferred to hide my private life á discovered that I had relations with a man.	6
4145	When my brother had to spend all evening repairing a gear-lever á that I had broken.	7
4146	When I passed the university entrance exam.	1
4147	When I was walking down the street, some boys showed me a knife á and stole all my money.	2
4148	When they threw my holder down on the floor, with all my notes for á an exam inside it and they got all mixed up.	3
4149	When my mother was operated.	4
4150	When I see pornographic films.	5
4151	One day I got on the bus without any money or season ticket and á the driver threw me out.	6
4152	When a friend of mine was beaten for what was my fault.	7
4153	My father had an operation which lasted for hours.  We were all á very worried but it was successful.	1
4154	I was walking along a subway when I saw a group of louts.  I was á rather afraid because I was alone.	2
4155	An old woman was violently thrown down the stairs of the tube by á a group of louts.	3
4156	A child, 9 years old, died in a stupid way.  He fell from a place á which was 1 metre high.	4
4157	On the road there was a dead animal with its entrails showing and á its skull crushed.	5
4158	We were discussing a subject ( I knew very little about it) and I á was holding my ground.  They showed me that I was wrong.	6
4159	I could have passed the last exam of the public competition, but á I failed as I had not studied.	7
4160	I was studying in the library and a class-mate told me that she á had obtained a grant to work in the library.	1
4161	Before knowing my marks I was not sure that I wanted to go to á that class.	2
4162	I learned that a class-mate had given a list, of peolpe who help á each other in exams, to the professor.	3
